# 14.3、14.4 合并转写稿
转写时间：2026-06-14 18:37:33
模型：faster-whisper-base，本地 CPU int8

# 14.3.m4a 转写稿
来源文件：/Users/xiaodi/Downloads/14.3.m4a

[0002.06 - 0005.82] 或一点油浅就用一条直线与这条直线平行
[0593.62 - 0594.62] 为什么呢
[0594.62 - 0595.62] 因为我当时赶别人就是提没不懂
[0595.62 - 0596.62] 对不对
[0596.62 - 0598.62] 所以你自己也反思一下
[0598.62 - 0599.62] 你当时独提的时候
[0599.62 - 0601.62] 是不是没有竹子竹剧毒
[0601.62 - 0602.62] 你是不是跳者
[0602.62 - 0604.62] 只看重点看了几句话
[0604.62 - 0606.62] 然后重点去看表格去了
[0606.62 - 0608.62] 反正就是看这种本来
[0608.62 - 0610.62] 就是要看这种
[0610.62 - 0612.62] 我说重点是看表格去了
[0612.62 - 0613.62] 就是没有竹子竹剧毒
[0613.62 - 0614.62] 前面这些话
[0614.62 - 0615.62] 没有看了
[0615.62 - 0617.62] 竹子竹剧那些哦
[0617.62 - 0618.62] 好
[0618.62 - 0620.62] 就是因为我觉得你
[0620.62 - 0621.62] 你这种题
[0621.62 - 0622.62] 就是包括
[0622.62 - 0623.62] 之前这种甜複题
[0623.62 - 0624.62] 之后一道
[0624.62 - 0625.62] 材料相关了对不对
[0625.62 - 0626.62] 已经想之前一些问题
[0626.62 - 0628.62] 就是提没毒躲工
[0628.62 - 0629.62] 所以我建议大家
[0629.62 - 0631.62] 因为只要不是我们提
[0631.62 - 0632.62] 时间出过的一些新第一
[0632.62 - 0634.62] 也只要是我们接触过的第一
[0634.62 - 0636.62] 你们都去我竹子竹剧重新
[0636.62 - 0638.62] 慢慢的独慢慢的理解了
[0638.62 - 0639.62] 来等我一下
[0639.62 - 0640.62] 你提了没毒躲
[0640.62 - 0641.62] 你就算是把这个题做了
[0641.62 - 0642.62] 你也是错的呀
[0642.62 - 0643.62] 还是浪费时间
[0643.62 - 0644.62] 对不对
[0644.62 - 0645.62] 所以我们鼓一下
[0645.62 - 0646.62] 复兴简合
[0646.62 - 0648.62] 是长间数学思想
[0648.62 - 0649.62] 思想方法
[0649.62 - 0651.62] 早在公园前六十季
[0651.62 - 0652.62] 鼓吸了
[0652.62 - 0653.62] 巴拉巴拉巴拉
[0653.62 - 0654.62] 准备什么用对不对
[0654.62 - 0655.62] 但是它说
[0655.62 - 0657.62] 我们可以研究具备
[0657.62 - 0658.62] 图形特点的数
[0658.62 - 0659.62] 如图
[0659.62 - 0660.62] 第一行的
[0660.62 - 0661.62] 1367这种东西
[0661.62 - 0662.62] 我们之前是不是经常遇见
[0662.62 - 0664.62] 就是1加2加3加4加5加6
[0664.62 - 0666.62] 这一系列的数据
[0666.62 - 0667.62] 对不对
[0667.62 - 0668.62] 1加2得到3
[0668.62 - 0670.62] 3加3得到6
[0670.62 - 0671.62] 6加4得到10
[0671.62 - 0673.62] 10加5得到10
[0673.62 - 0676.62] 5加6得到21
[0676.62 - 0678.62] 就是我们1加2加3加4
[0678.62 - 0679.62] 这一不错
[0679.62 - 0680.62] 13就10
[0680.62 - 0682.62] 然后第二行的1496
[0682.62 - 0683.62] 很明显干
[0683.62 - 0684.62] 当时是谁呀
[0684.62 - 0685.62] 是你也无问了
[0685.62 - 0686.62] 半天他们反应过来
[0686.62 - 0687.62] 问了
[0687.62 - 0688.62] 是你也
[0688.62 - 0689.62] 问了半天
[0689.62 - 0690.62] 1496将反应过来
[0690.62 - 0691.62] 什么时候
[0691.62 - 0692.62] 1496将反应过来
[0692.62 - 0693.62] 什么时候
[0693.62 - 0695.62] 我去平方玩
[0695.62 - 0696.62] 这是平方说
[0696.62 - 0697.62] 当然从以上的期
[0697.62 - 0699.62] 两天期会也挺好的
[0699.62 - 0700.62] 这1357数
[0700.62 - 0701.62] 你们大家也赚不完吗
[0701.62 - 0702.62] 突然
[0702.62 - 0705.62] 原来没有数的14141625
[0705.62 - 0707.62] 指点反应过来还平方说
[0707.62 - 0709.62] 原来没有数的都平方说
[0709.62 - 0710.62] 他去做差 31357
[0710.62 - 0711.62] 基数列
[0711.62 - 0713.62] 与N方有关
[0713.62 - 0715.62] 偶数且翻备
[0716.62 - 0719.62] 2得到N方有关
[0719.62 - 0720.62] 应该这个基数也行
[0720.62 - 0721.62] 对吧
[0721.62 - 0722.62] 翻了个周年转了一个玩意
[0722.62 - 0723.62] 是吧
[0723.62 - 0725.62] 上一找了过步的地方
[0725.62 - 0726.62] 然后呢
[0726.62 - 0727.62] 然后这种
[0727.62 - 0728.62] 这种方形式
[0728.62 - 0729.62] 第三场的
[0729.62 - 0730.62] 就叫做5边形式
[0730.62 - 0731.62] 下一个就应该叫做
[0731.62 - 0732.62] 6边形式
[0732.62 - 0733.62] 7边形式
[0733.62 - 0734.62] 7边形式
[0734.62 - 0735.62] 对不对
[0735.62 - 0736.62] 他对一个K边形式
[0736.62 - 0737.62] 就是你一个图形
[0737.62 - 0739.62] 多少边形就叫K边嘛
[0739.62 - 0740.62] 然后呢
[0740.62 - 0742.62] 其第N个多边形式
[0742.62 - 0743.62] 什么意思
[0743.62 - 0744.62] 比如说
[0744.62 - 0746.62] 我K是9
[0746.62 - 0748.62] 恩对于9边形
[0748.62 - 0749.62] 数来说
[0749.62 - 0750.62] 他是有规律的
[0750.62 - 0752.62] 他的第N个9边形式
[0752.62 - 0754.62] 我把它记住
[0754.62 - 0755.62] 这玩意
[0755.62 - 0756.62] 多问一下
[0756.62 - 0757.62] OK
[0757.62 - 0759.62] 比如说这个地方
[0759.62 - 0760.62] 我应该把你也成为什么
[0760.62 - 0762.62] K是多少边形式
[0762.62 - 0763.62] 是3边形式
[0763.62 - 0764.62] 对不对
[0764.62 - 0765.62] 3边形式
[0765.62 - 0766.62] 你看它自己没剧下来的
[0766.62 - 0767.62] 是不是有这个
[0767.62 - 0768.62] 3个形式嘛
[0768.62 - 0769.62] 是不是有这个型
[0769.62 - 0770.62] 也好
[0770.62 - 0771.62] 就说明它是无数左
[0771.62 - 0772.62] 无线往后面排裂的
[0772.62 - 0773.62] 对不对
[0773.62 - 0774.62] 排裂的话
[0774.62 - 0775.62] 肯定会有第4个
[0775.62 - 0776.62] 第5个第6个的东西
[0776.62 - 0777.62] 所以第4个
[0777.62 - 0778.62] 三角形数是这样多
[0778.62 - 0779.62] 好吧
[0779.62 - 0780.62] 所以是
[0780.62 - 0781.62] 第N个
[0781.62 - 0782.62] K边形式
[0782.62 - 0783.62] 第N个K边形式
[0783.62 - 0784.62] 第4个三角形式
[0784.62 - 0785.62] 这样反应过来一个
[0785.62 - 0786.62] 好吧
[0786.62 - 0787.62] 这个反应过来多好了
[0787.62 - 0788.62] 之后我们再来看
[0788.62 - 0789.62] 下面就有规律
[0789.62 - 0790.62] 那它无非就是什么
[0790.62 - 0792.62] 我会有很多边形式
[0792.62 - 0794.62] 但是第N个
[0794.62 - 0797.62] 三边三角形式
[0797.62 - 0799.62] 一定是符合
[0799.62 - 0800.62] 这一个通向公式
[0800.62 - 0802.62] 第N个
[0802.62 - 0803.62] 无边形式
[0803.62 - 0804.62] 一定符合
[0804.62 - 0806.62] 这个通向公式
[0806.62 - 0807.62] 第N个
[0807.62 - 0808.62] 无边形式
[0808.62 - 0809.62] 一定符合
[0809.62 - 0811.62] 这个通向公式
[0811.62 - 0812.62] 说就是规律
[0812.62 - 0813.62] 甚至不用找
[0813.62 - 0814.62] 看看你的每一个
[0814.62 - 0816.62] 规律都给你裂出来了
[0816.62 - 0817.62] 是不是
[0817.62 - 0818.62] 然后接下来
[0818.62 - 0819.62] 我们来看一下问题
[0819.62 - 0820.62] 第1个就不说了好
[0820.62 - 0821.62] 第2个
[0821.62 - 0822.62] 还说裂举出一百一个
[0822.62 - 0823.62] 哪几十三角形式
[0823.62 - 0824.62] 就是正方形式的数字
[0824.62 - 0825.62] 那
[0825.62 - 0826.62] 无非就是什么吗
[0826.62 - 0828.62] 某一个数字
[0828.62 - 0830.62] 既满足三角形的
[0831.62 - 0832.62] 规律
[0832.62 - 0833.62] 又满足
[0833.62 - 0834.62] 正方形的规律
[0834.62 - 0835.62] 你就找三角形式
[0835.62 - 0836.62] 说方形的
[0836.62 - 0837.62] 这两个不是我们平时
[0837.62 - 0838.62] 遇验过的吗
[0838.62 - 0839.62] 就平方数和一三就十
[0839.62 - 0840.62] 一三就十
[0840.62 - 0841.62] 你如果要去写的话
[0841.62 - 0842.62] 就
[0842.62 - 0843.62] 有点难找
[0843.62 - 0844.62] 对不对
[0844.62 - 0845.62] 但平方数是不是好找
[0845.62 - 0846.62] 一的
[0846.62 - 0847.62] 一的平方是平方三的平方
[0847.62 - 0848.62] 四的平方
[0848.62 - 0849.62] 我都平方六的平方
[0849.62 - 0850.62] 七的平方八的平方
[0850.62 - 0851.62] 九的平方
[0851.62 - 0852.62] 十的平方就超过一百了
[0852.62 - 0853.62] 对不对
[0853.62 - 0854.62] 然后你把这些
[0854.62 - 0855.62] 平方数
[0855.62 - 0856.62] 来来去对照
[0856.62 - 0857.62] 符合这个
[0857.62 - 0858.62] 规律就行了吗
[0858.62 - 0859.62] 懂了没有
[0859.62 - 0860.62] 好然后
[0860.62 - 0861.62] 第十
[0861.62 - 0862.62] 第三个
[0862.62 - 0863.62] 其实就大家没有
[0863.62 - 0864.62] 都懂了
[0864.62 - 0865.62] 你们这样看
[0865.62 - 0866.62] 说按上了
[0866.62 - 0867.62] 装总结的
[0867.62 - 0868.62] 第N个都
[0868.62 - 0869.62] 边形规律转
[0869.62 - 0870.62] 三角形
[0870.62 - 0871.62] 三边形
[0871.62 - 0872.62] 我有第N个
[0872.62 - 0873.62] 三边形数字的规律
[0873.62 - 0874.62] 五边形
[0874.62 - 0875.62] 我有第N个
[0875.62 - 0876.62] 五边形数字的规律
[0876.62 - 0877.62] 它说
[0877.62 - 0878.62] 让你去写这个
[0878.62 - 0879.62] 细度要得不懂
[0879.62 - 0880.62] 我们到底怎么翻译的
[0881.62 - 0882.62] 写
[0882.62 - 0883.62] 是不是第四个
[0883.62 - 0885.62] 三边形说
[0885.62 - 0886.62] 第N个
[0886.62 - 0887.62] 可以边形说
[0887.62 - 0888.62] 对不对
[0889.62 - 0891.62] 第N个
[0891.62 - 0893.62] 三边形说
[0893.62 - 0894.62] 第N个
[0894.62 - 0895.62] 四边形说
[0895.62 - 0896.62] 第N个
[0896.62 - 0897.62] 九边形说
[0897.62 - 0898.62] 第N个
[0898.62 - 0899.62] 十边形说
[0899.62 - 0900.62] 这样一般一般
[0900.62 - 0901.62] 是不是让你去将
[0901.62 - 0902.62] 每个
[0902.62 - 0903.62] 三边形
[0903.62 - 0904.62] 一直到十边形
[0904.62 - 0905.62] 的同项公式
[0905.62 - 0906.62] 大家下一会儿了吗
[0906.62 - 0907.62] 是不是
[0907.62 - 0908.62] 能理解吗
[0908.62 - 0909.62] 能理解吗
[0909.62 - 0910.62] 所以我们去找
[0910.62 - 0911.62] 他们的同项公式
[0911.62 - 0912.62] 前面三个
[0912.62 - 0913.62] 是已经给了
[0913.62 - 0914.62] 对不对
[0914.62 - 0915.62] 然后很明显
[0915.62 - 0916.62] 有规律转
[0916.62 - 0917.62] 因为你要去
[0917.62 - 0918.62] 写了第九个
[0918.62 - 0919.62] 和第十个
[0919.62 - 0920.62] 去
[0920.62 - 0921.62] 你肯定需要
[0921.62 - 0922.62] 通过他们
[0922.62 - 0923.62] 去找规律了对不对
[0923.62 - 0924.62] 我们找规律
[0924.62 - 0925.62] 首先
[0925.62 - 0926.62] 整体的格式
[0926.62 - 0927.62] 都是二分之级
[0927.62 - 0928.62] 所以我们第九个
[0928.62 - 0929.62] 第十个
[0929.62 - 0930.62] 第八个
[0930.62 - 0931.62] 第七个
[0931.62 - 0932.62] 一定全都是二分之级
[0932.62 - 0933.62] 对不对
[0933.62 - 0934.62] 二分之级
[0934.62 - 0935.62] 因为我分为
[0935.62 - 0936.62] 平方跟一次
[0936.62 - 0937.62] 是不是
[0937.62 - 0938.62] 平方跟一次
[0938.62 - 0939.62] 没有对不对
[0939.62 - 0940.62] 所以我让
[0940.62 - 0941.62] 所以
[0941.62 - 0942.62] 他们都格式
[0942.62 - 0943.62] 平方
[0943.62 - 0944.62] 是二分之
[0944.62 - 0945.62] 某全安方
[0945.62 - 0946.62] 加上
[0946.62 - 0947.62] 对不对
[0947.62 - 0949.62] 长得简好分辨
[0949.62 - 0950.62] 长得简
[0950.62 - 0951.62] 简上某
[0951.62 - 0952.62] 重恩
[0952.62 - 0953.62] 平方病吗
[0953.62 - 0954.62] 而这个
[0954.62 - 0955.62] 而这个细术
[0955.62 - 0956.62] 是什么呢
[0956.62 - 0957.62] 这是三拉
[0957.62 - 0958.62] 什么呢
[0958.62 - 0959.62] 肯定简直我们前面
[0959.62 - 0960.62] 就是三边形
[0960.62 - 0961.62] 四边形式有关系
[0961.62 - 0962.62] 对不对
[0962.62 - 0963.62] 三叫形
[0963.62 - 0964.62] 就是三减二
[0964.62 - 0965.62] 四边形
[0965.62 - 0966.62] 就是四减二
[0966.62 - 0967.62] 五边形式
[0967.62 - 0968.62] 五减二
[0968.62 - 0969.62] 那我
[0969.62 - 0970.62] 可以边形
[0970.62 - 0971.62] 就应该是
[0971.62 - 0972.62] 可以一减二
[0972.62 - 0973.62] 对不对
[0973.62 - 0974.62] 来
[0974.62 - 0975.62] 然后
[0976.62 - 0977.62] 三边形式
[0977.62 - 0978.62] 三减四
[0978.62 - 0979.62] 四边形式
[0979.62 - 0980.62] 五边形式
[0980.62 - 0981.62] 五减四
[0981.62 - 0982.62] 那我可以边形
[0982.62 - 0983.62] 就是可以一减四
[0983.62 - 0984.62] 对不对
[0984.62 - 0985.62] 那减是
[0985.62 - 0986.62] 所有可以边形的
[0986.62 - 0987.62] 通相公式都有了
[0987.62 - 0988.62] 所有可以边形的
[0988.62 - 0989.62] 第N个
[0989.62 - 0990.62] 数
[0990.62 - 0991.62] 都有位置
[0991.62 - 0992.62] 对不对
[0992.62 - 0993.62] 然后我们是不是
[0993.62 - 0995.62] 现在可以去它写出来
[0995.62 - 0996.62] 都写得
[0996.62 - 0997.62] 好长哦
[0997.62 - 0998.62] 会发简点
[0998.62 - 1000.62] 应该发简了吧
[1000.62 - 1001.62] 可以
[1001.62 - 1002.62] 那我发简点
[1002.62 - 1003.62] 不在这儿发简点
[1003.62 - 1004.62] 这东西不好发简点
[1004.62 - 1005.62] 是不是
[1005.62 - 1006.62] 我们把这儿发简
[1006.62 - 1007.62] 我们先算一下吧
[1007.62 - 1008.62] 应该是什么
[1008.62 - 1010.62] 二分之
[1010.62 - 1011.62] N方
[1011.62 - 1012.62] 下
[1012.62 - 1013.62] N
[1013.62 - 1014.62] 二分之
[1014.62 - 1015.62] 二分之
[1015.62 - 1016.62] 方
[1016.62 - 1017.62] 姐
[1017.62 - 1018.62] 您承认
[1018.62 - 1022.41] 九百九十二分
[1022.41 - 1028.25] 然后这是二分之
[1028.25 - 1031.62] 三分方
[1031.62 - 1032.62] 啥规律吗
[1032.62 - 1034.62] 对于N方来说是一
[1034.62 - 1035.62] 二三
[1035.62 - 1037.62] 对于N来说是一零
[1037.62 - 1038.62] 复一
[1038.62 - 1040.62] 我会做我
[1040.62 - 1041.62] 做简法
[1041.62 - 1045.13] 一个做加分一个简法是不是
[1045.13 - 1047.13] 可以直接把这个
[1047.13 - 1048.13] 对对对
[1048.13 - 1049.13] 现在大伙是可以吗
[1049.13 - 1050.13] 不用干过
[1050.13 - 1051.13] 对啊
[1051.13 - 1053.13] 我来还是用它说
[1053.13 - 1054.13] 那就用它吧
[1054.13 - 1055.13] 来吧
[1055.13 - 1056.13] 我们写一遍吧
[1056.13 - 1057.13] 那是二分之
[1057.13 - 1060.37] N方
[1060.37 - 1061.37] 加上
[1061.37 - 1062.37] 二分之
[1062.37 - 1063.37] 二分之
[1063.37 - 1064.37] 方
[1064.37 - 1065.37] 加上二分之
[1065.37 - 1066.37] 三分方
[1066.37 - 1067.37] 姐
[1067.37 - 1068.37] 加上二分之
[1068.37 - 1069.37] 四分之
[1069.37 - 1070.37] 可以应该许
[1070.37 - 1071.37] 四分
[1071.37 - 1072.37] 四分
[1072.37 - 1073.37] 不是吧
[1073.37 - 1074.37] 好
[1074.37 - 1075.37] 三四五
[1075.37 - 1076.37] 六了吧
[1076.37 - 1077.37] 这两个六来的是
[1077.37 - 1079.37] 四分方
[1079.37 - 1080.37] 姐
[1080.37 - 1086.74] 二
[1086.74 - 1087.74] 有个余老师
[1087.74 - 1088.74] 对
[1088.74 - 1089.74] 一个N方
[1089.74 - 1090.74] 二N方
[1090.74 - 1091.74] 四分方
[1091.74 - 1092.74] 五分方
[1092.74 - 1093.74] 然后N就是加分
[1093.74 - 1094.74] 姐
[1094.74 - 1095.74] 他就是你之前
[1095.74 - 1096.74] 一个N姐
[1096.74 - 1097.74] 两个N姐
[1097.74 - 1098.74] 三个N姐
[1098.74 - 1099.74] 四分
[1099.74 - 1100.74] 然后是对他这个
[1100.74 - 1101.74] 这个列项
[1101.74 - 1102.74] 就是啊
[1102.74 - 1103.74] 二分之
[1103.74 - 1104.74] N方加
[1104.74 - 1105.74] 二分之
[1105.74 - 1106.74] 这个N方
[1106.74 - 1107.74] 二分之
[1107.74 - 1108.74] N方
[1108.74 - 1109.74] 然后N
[1109.74 - 1110.74] 然后N
[1110.74 - 1111.74] 合避
[1111.74 - 1112.74] 合避好了
[1112.74 - 1113.74] 之后你的合避串是什么
[1113.74 - 1114.74] 我合避出来是
[1114.74 - 1115.74] 十半
[1116.74 - 1117.74] 合避
[1117.74 - 1118.74] 来
[1118.74 - 1119.74] 合避
[1119.74 - 1120.74] 来
[1120.74 - 1121.74] 合避串是什么呀
[1121.74 - 1122.74] 合避
[1122.74 - 1123.74] 十半
[1123.74 - 1124.74] N方
[1124.74 - 1125.74] 与外球提供展方法
[1125.74 - 1126.74] 接着你去
[1126.74 - 1127.74] 解释
[1127.74 - 1129.74] 你这是我自己计算出来的
[1129.74 - 1130.74] 这个
[1130.74 - 1131.74] 这一创
[1131.74 - 1132.74] 肯定要
[1132.74 - 1133.74] 就是他要求
[1133.74 - 1134.74] 这个
[1134.74 - 1135.74] 屁三斗
[1135.74 - 1136.74] 屁四斗
[1136.74 - 1137.74] 加起来
[1137.74 - 1139.74] 我自己计算出来是应该抵他
[1139.74 - 1141.74] 他设出来的你什么
[1141.74 - 1142.74] 十八N方
[1142.74 - 1143.74] 剪二N
[1143.74 - 1144.74] 配四剪三十
[1144.74 - 1145.74] 对吧
[1145.74 - 1146.74] 对吧
[1146.74 - 1147.74] 左边是我这样
[1147.74 - 1148.74] 右边是他设出来的
[1148.74 - 1149.74] 按点声音
[1149.74 - 1150.74] 应该相等对不对
[1150.74 - 1151.74] 然后是十八N当时
[1151.74 - 1152.74] 按点底
[1152.74 - 1153.74] 对
[1153.74 - 1154.74] 但是我就是
[1154.74 - 1155.74] 把这个移过去
[1155.74 - 1156.74] 计算出来
[1156.74 - 1157.74] 二N配四
[1157.74 - 1158.74] 等于是
[1158.74 - 1159.74] 10N
[1159.74 - 1160.74] 剪三十
[1160.74 - 1161.74] 没有你吧
[1161.74 - 1162.74] 然后它是
[1162.74 - 1164.74] 变成一个寒餐的
[1164.74 - 1165.74] 两个位置处理
[1165.74 - 1166.74] 一个位置处理
[1166.74 - 1167.74] 一个位置处理
[1167.74 - 1168.74] 一个位置处理
[1168.74 - 1169.74] 两个这么不好意思
[1169.74 - 1170.74] 两个字处
[1170.74 - 1171.74] 肯定一个字处理
[1171.74 - 1172.74] 一个字处理
[1172.74 - 1173.74] 一个字处理
[1173.74 - 1174.74] 对不对
[1174.74 - 1175.74] 然后我想问一下
[1175.74 - 1176.74] 大家
[1176.74 - 1177.74] 你谁会会这处好
[1177.74 - 1178.74] 也能会这处好
[1178.74 - 1179.74] 也能会这处好
[1179.74 - 1180.74] 也能会这处好
[1180.74 - 1181.74] 也能会这处好
[1181.74 - 1182.74] 是动脑色
[1182.74 - 1183.74] 人知道你能会为这处好
[1183.74 - 1184.74] 没动脑色
[1184.74 - 1185.74] 你知道
[1185.74 - 1186.74] 一般最后有位置处
[1186.74 - 1188.74] 去读题
[1188.74 - 1189.74] 你们看这个问题
[1189.74 - 1190.74] 它说
[1190.74 - 1191.74] 求
[1191.74 - 1192.74] 所有满足条件
[1192.74 - 1193.74] 等整处
[1193.74 - 1195.74] 不往解 Anchor
[1195.74 - 1198.74] 不是
[1198.74 - 1199.74] 一般最后
[1199.74 - 1217.74] 没有
[1217.74 - 1218.74] 一个位置处理
[1218.74 - 1221.74] 一般最后
[1221.74 - 1223.54] 你现在
[1223.54 - 1226.54] 许语是认出X的值得回去以为
[1226.54 - 1229.54] 参数了会议中提示A的位置
[1229.54 - 1230.54] 同意没有
[1230.54 - 1232.54] 所以也N为了会议中的许词
[1232.54 - 1234.54] 还要一过去就可不可以同意下来
[1234.54 - 1236.54] 而52X的间实
[1236.54 - 1239.54] B等于F30
[1239.54 - 1241.54] N是许语N等于F30
[1241.54 - 1243.54] 10分之F30
[1243.54 - 1245.54] 然后N保存是不是
[1245.54 - 1247.54] N本身是DN个数
[1247.54 - 1249.54] 你不可能是D复一个数据
[1249.54 - 1250.54] D4个数吧
[1250.54 - 1252.54] 你是不是只能是N指的是
[1252.54 - 1255.54] N指的是大于1的
[1255.54 - 1256.54] 也不能给你做数
[1256.54 - 1257.54] 对不对
[1257.54 - 1258.54] 从第一个数开始
[1258.54 - 1259.54] 可能大于1
[1259.54 - 1261.54] 那而且还得是找数
[1261.54 - 1262.54] 不用提吧
[1262.54 - 1264.54] 所以要不然是正正数
[1264.54 - 1265.54] 对于N带数是这样
[1265.54 - 1267.54] 要正指数会不会了
[1267.54 - 1268.54] 会了
[1268.54 - 1270.54] 说这是一个H30界的问题
[1270.54 - 1272.54] 我前面是不要注意
[1272.54 - 1273.54] 把它锁了
[1273.54 - 1274.54] 怎么算出来
[1274.54 - 1275.54] 算出来之后呢
[1275.54 - 1277.54] 换件是为它做的
[1277.54 - 1280.54] 内部会形式做的H30方程
[1280.54 - 1282.54] 求谁的指
[1282.54 - 1283.54] 或者求谁的指合
[1283.54 - 1284.54] 谁是残处
[1284.54 - 1285.54] 因此并为
[1285.54 - 1286.54] 所谓残处
[1286.54 - 1287.54] N为位置处
[1287.54 - 1289.54] 然后就把变成这样的一个分析形式
[1289.54 - 1290.54] 就可以去讨论吧
[1290.54 - 1291.54] 听不懂
[1291.54 - 1292.54] 听不懂
[1292.54 - 1293.54] 听不懂
[1293.54 - 1294.54] 听不懂
[1294.54 - 1295.54] 听不懂
[1295.54 - 1296.54] 听不懂
[1296.54 - 1297.54] 听不懂
[1297.54 - 1298.54] 听不懂
[1298.54 - 1299.54] 听不懂
[1299.54 - 1300.54] 听不懂
[1300.54 - 1301.54] 听不懂
[1301.54 - 1304.05] 听不懂
[1304.05 - 1305.05] 听不懂
[1305.05 - 1306.05] 听不懂
[1306.05 - 1307.05] 听不懂
[1307.05 - 1308.05] 听不懂
[1308.05 - 1309.05] 听不懂
[1309.05 - 1310.05] 听不懂
[1310.05 - 1311.05] 听不懂
[1311.05 - 1312.05] 听不懂
[1312.05 - 1313.05] 听不懂
[1313.05 - 1314.05] 听不懂
[1314.05 - 1315.05] 听不懂
[1315.05 - 1316.05] 听不懂
[1316.05 - 1317.05] 听不懂
[1317.05 - 1318.05] 听不懂
[1318.05 - 1319.05] 听不懂
[1319.05 - 1320.05] 听不懂
[1320.05 - 1321.05] 听不懂
[1321.05 - 1322.05] 听不懂
[1322.05 - 1323.05] 听不懂
[1323.05 - 1324.05] 听不懂
[1324.05 - 1325.05] 听不懂
[1325.05 - 1326.05] 听不懂
[1326.05 - 1327.05] 听不懂
[1327.05 - 1328.05] 听不懂
[1328.05 - 1329.05] 听不懂
[1329.05 - 1330.05] 听不懂
[1330.05 - 1331.05] 听不懂
[1331.05 - 1332.05] 听不懂
[1332.05 - 1333.05] 听不懂
[1333.05 - 1334.05] 听不懂
[1334.05 - 1335.05] 听不懂
[1335.05 - 1336.05] 听不懂
[1336.05 - 1337.05] 听不懂
[1337.05 - 1338.05] 听不懂
[1338.05 - 1339.05] 听不懂
[1339.05 - 1340.05] 听不懂
[1340.05 - 1340.89] 会就行
[1341.97 - 1343.21] 我怎么还有继续不足呢
[1343.21 - 1343.85] 对
[1343.85 - 1345.93] 除了一颗我也是属于
[1345.93 - 1347.09] 而回家吵一颗
[1347.09 - 1348.21] 我去充二把
[1348.21 - 1348.85] 对
[1348.85 - 1349.05] 对
[1349.05 - 1349.21] 对
[1349.21 - 1349.69] 对
[1349.69 - 1350.29] 对
[1350.29 - 1360.02] 对
[1360.02 - 1360.42] 对
[1360.42 - 1360.70] 对
[1360.70 - 1362.18] 对
[1362.18 - 1362.70] 对
[1362.70 - 1365.24] 对
[1365.24 - 1366.24] 那我们三十八十八十八十八
[1366.24 - 1367.32] 我也可以赢很多钱
[1367.32 - 1369.40] 那是八十八十八十八
[1369.40 - 1370.68] 二十八十八十八
[1370.68 - 1371.48] 对
[1371.48 - 1372.52] 可以
[1372.52 - 1373.52] 可以
[1373.52 - 1378.08] 六十八十八十八十八十八十八十八十
[1380.94 - 1384.06] 我来说八十十八十八十八十八十八十八
[1384.10 - 1385.10] 对
[1385.10 - 1387.10] 要求你要白天
[1387.10 - 1389.60] 我可不可以
[1389.60 - 1390.24] 那我可能
[1390.24 - 1391.60] 我过来那个时候已经死了
[1391.60 - 1393.60] 你就一直过这儿
[1393.60 - 1394.60] 你 我还有一点水喝
[1394.60 - 1396.60] 你们吃的水喝的都没有
[1396.60 - 1397.60] 我又会喝的
[1397.60 - 1399.60] 我们今早都到那么多了
[1399.60 - 1401.60] 真的活到了你什么吗
[1401.60 - 1403.60] 我们走从来没有拍出去
[1403.60 - 1404.60] 走
[1404.60 - 1405.60] 那时候别人
[1405.60 - 1406.60] 那时候别人进来看
[1406.60 - 1407.60] 我们都
[1407.60 - 1409.60] 都已经变成杆了
[1409.60 - 1410.60] 开始
[1410.60 - 1411.60] 开始
[1411.60 - 1413.60] 已经在里面的老子
[1414.60 - 1416.60] 这个图的是什么感觉
[1416.60 - 1417.60] 我们在哪里
[1417.60 - 1418.60] 说白心
[1418.60 - 1419.60] 我们是学习吗
[1419.60 - 1420.20] 白心
[1421.20 - 1422.60] 大家有什么感觉
[1422.60 - 1423.60] 你又是什么呢
[1423.60 - 1424.60] 你比较多
[1425.60 - 1427.60] 你小学毕业女行吗
[1427.60 - 1428.60] 对
[1428.60 - 1429.60] 我还是没什么
[1429.60 - 1430.60] 因为你小学
[1430.60 - 1431.60] 还喜欢我
[1431.60 - 1432.60] 我还喜欢我
[1432.60 - 1433.60] 你知道
[1434.60 - 1436.60] 你小学毕业女行吗
[1436.60 - 1437.60] 对
[1437.60 - 1438.60] 我开心到我
[1438.60 - 1439.60] 你小学毕业
[1439.60 - 1440.60] 他好好的
[1440.60 - 1442.60] 我以为你跟我绑绑绑的还多
[1442.60 - 1447.36] 下一次你们寝点儿问没出了一本主唱片的伙伴
[1447.36 - 1450.98] 写了
[1450.98 - 1454.98] 第二问没做出来的肥肤吗
[1462.11 - 1467.50] 那还不够熟
[1467.50 - 1468.50] 来看这儿
[1468.50 - 1470.50] 谁帮我擦一下我这不想动吗
[1471.50 - 1472.50] 你来吧张伯媛
[1472.50 - 1474.50] 你写的写出来了那么多了
[1474.50 - 1476.50] 就是
[1476.50 - 1478.50] 我们也该轮到你了
[1478.50 - 1481.50] 你看下次也是要看不来擦好吧
[1481.50 - 1482.50] 好的
[1482.50 - 1483.50] 以后我就不擦一半了
[1483.50 - 1485.50] 我觉得还是你们俩来做好一点
[1485.50 - 1486.50] 跳得这么厉害的
[1486.50 - 1488.50] 做帅的功课走去了
